Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Category,Sub-Category,  Sales  ,Quantity,  Profit  
CA-2016-141082,2016-12-09,2016-12-13,Standard Class,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,East,Office Supplies,Labels,122,4,56.2
US-2016-134488,2016-09-24,2016-10-01,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,155,2,-13.3
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,39,6,18.7
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,184,8,62.5
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,Office Supplies,Supplies,579,5,29
CA-2017-157651,2017-12-10,2017-12-14,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,14,1,3.4
CA-2014-160773,2014-07-01,2014-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,South,Technology,Phones,576,2,72
CA-2014-160773,2014-07-01,2014-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,South,Office Supplies,Binders,5,6,-3.6
CA-2017-167703,2017-02-03,2017-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,5,3,-4.2
CA-2017-167703,2017-02-03,2017-02-08,Standard Class,MC-17575,Matt Collins,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Storage,286,2,35.7
CA-2017-121804,2017-03-03,2017-03-08,Standard Class,LP-17095,Liz Preis,Consumer,United States,Murray,Kentucky,South,Office Supplies,Appliances,73,5,19.7
CA-2017-162635,2017-10-09,2017-10-10,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,South,Office Supplies,Paper,11,4,3.5
CA-2014-107153,2014-09-28,2014-10-03,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,East,Office Supplies,Storage,46,3,12.5
US-2014-117058,2014-05-27,2014-05-30,First Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,17,6,-30.6
CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51,6,5.1
CA-2016-128258,2016-03-30,2016-04-01,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,Office Supplies,Paper,11,1,5.6
CA-2017-106033,2017-10-15,2017-10-18,Second Class,FG-14260,Frank Gastineau,Home Office,United States,San Francisco,California,West,Office Supplies,Art,88,4,26.4
CA-2016-142762,2016-05-23,2016-05-27,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,37,3,16.3
CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,Technology,Phones,3,1,-0.6
CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,East,Office Supplies,Storage,27,2,2.4
CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,1,3,-1.7
CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,Central,Office Supplies,Appliances,8,2,-13.9
CA-2014-121664,2014-05-06,2014-05-10,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,141,8,52.8
CA-2016-122133,2016-05-16,2016-05-23,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,East,Office Supplies,Storage,553,4, -    
US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,25,3,6.5
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,Furniture,Furnishings,30,2,8
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,Technology,Phones,678,3,176.2
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,Chad McGuire,Consumer,United States,New York City,New York,East,Office Supplies,Paper,75,8,36
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Technology,Machines,696,2,-27.8
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Office Supplies,Binders,16,5,-12.5
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,South,Office Supplies,Binders,29,6,-21.2
CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,East,Office Supplies,Art,48,3,14.3
CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,East,Office Supplies,Labels,13,5,6
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Appliances,94,2,36.6
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,47,7,23.6
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Art,20,6,5.7
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,53,10,25.1
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Binders,36,6,17.2
CA-2014-153976,2014-10-03,2014-10-08,Second Class,BP-11290,Beth Paige,Consumer,United States,Evanston,Illinois,Central,Furniture,Chairs,258,3,-70.1
CA-2016-162901,2016-03-28,2016-03-31,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,31,2,7.9
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Technology,Phones,184,5,20.7
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,18,3,8.5
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,Furniture,Tables,301,1,11.3
US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,221,3,-44.2
US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,281,11,-35.2
CA-2016-145247,2016-05-05,2016-05-07,First Class,ND-18370,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,South,Office Supplies,Paper,79,3,36.4
CA-2017-160045,2017-04-26,2017-04-27,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,2,1,-1.4
US-2014-151925,2014-09-26,2014-10-01,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,146,2, -    
CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,123,7,9.2
CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,24,4,7.4
CA-2017-125199,2017-10-19,2017-10-25,Standard Class,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Phones,310,4,-56.8
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Office Supplies,Binders,38,14,-25.6
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Machines,96,2,-64
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Accessories,240,6,-36
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Technology,Phones,202,2,15.1
US-2017-155425,2017-11-10,2017-11-11,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,899,4,-146.1
CA-2017-133249,2017-07-08,2017-07-11,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,Furniture,Furnishings,146,5,62.7
US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Furniture,Bookcases,590,7,-786.7
US-2015-103471,2015-12-24,2015-12-28,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,West,Office Supplies,Art,14,3,1.6
CA-2017-136672,2017-03-07,2017-03-12,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Clinton,Maryland,East,Technology,Accessories,49,3,4.9
US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Labels,30,2,14.8
US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,West,Office Supplies,Binders,17,4,5.6
CA-2015-120362,2015-09-14,2015-09-19,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Provo,Utah,West,Furniture,Tables,913,5,118.7
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Appliances,"1,090.00",3,305.1
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Paper,448,8,219.4
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Art,16,5,4.3
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Technology,Phones,400,5,35
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Storage,159,5,7.9
CA-2014-126361,2014-08-04,2014-08-09,Second Class,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,West,Office Supplies,Binders,13,1,4.8
US-2016-100566,2016-09-03,2016-09-09,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,Furniture,Furnishings,84,3,-90.2
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,81,1,1.6
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,349,9,170.9
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Fasteners,9,5,0.2
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Furnishings,19,3,7.2
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Furniture,Bookcases,240,2,52.8
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Envelopes,168,2,78.9
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,105,3,28.3
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Technology,Phones,485,3,126.1
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,123,3,60.3
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Storage,154,3,1.5
US-2016-108504,2016-02-05,2016-02-05,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,Office Supplies,Paper,342,7,160.9
CA-2017-124828,2017-07-03,2017-07-04,First Class,YS-21880,Yana Sorensen,Corporate,United States,Burlington,North Carolina,South,Office Supplies,Art,10,3,1.6
US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,652,5,-430.6
US-2017-117247,2017-10-09,2017-10-14,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,Furniture,Tables,67,3,-42.7
CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Binders,17,4,6
CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,12,2,5.7
CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Technology,Accessories,88,4,11.5
CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,Nat Carroll,Consumer,United States,New York City,New York,East,Office Supplies,Paper,6,1,3.1
CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,Technology,Phones,22,2,6.1
CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Salem,Virginia,South,Office Supplies,Envelopes,252,3,118.3
US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Furniture,Tables,205,2,-58.1
US-2016-161396,2016-04-19,2016-04-25,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,East,Office Supplies,Paper,419,5,146.8
US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10,1,-2.2
US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,155,3,-36.1
US-2014-118486,2014-04-06,2014-04-08,First Class,SD-20485,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,117,2,21.9
CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,Office Supplies,Art,75,2,19.6
CA-2016-130407,2016-09-02,2016-09-06,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,Furniture,Furnishings,40,2,10
US-2016-122245,2016-09-25,2016-09-30,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,393,3,-204.4
CA-2017-105144,2017-11-04,2017-11-11,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,Central,Office Supplies,Labels,24,2,8.9
CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Chairs,408,2,72.5
CA-2016-136329,2016-07-09,2016-07-13,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,Furniture,Furnishings,165,4,14.9
CA-2014-146640,2014-06-30,2014-07-05,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,East,Office Supplies,Binders,335,7,108.8
CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Technology,Accessories,240,3,26.4
CA-2017-115994,2017-01-28,2017-01-31,Second Class,BT-11305,Beth Thompson,Home Office,United States,Costa Mesa,California,West,Furniture,Furnishings,38,3,12.8
CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Phones,946,7,118.3
CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Technology,Accessories,151,3,32.1
CA-2015-126697,2015-09-21,2015-09-24,First Class,SV-20815,Stuart Van,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,5,4,-1.5
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Paper,86,4,31.3
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,73,2,-48.4
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Appliances,61,2,14.4
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Binders,77,9,-59.1
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,120,6,-1.5
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Technology,Phones,264,5,23.1
CA-2015-124800,2015-09-26,2015-09-30,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,West,Office Supplies,Storage,364,4,-86.4
US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,10,2,3.3
US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Envelopes,15,5,7.1
US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Binders,30,5,9.3
US-2015-164448,2015-10-31,2015-11-04,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Salinas,California,West,Office Supplies,Labels,427,14,196.6
CA-2017-122700,2017-11-26,2017-11-30,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Columbus,Ohio,East,Technology,Phones,221,8,-40.5
CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Binders,153,6,74.9
CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Office Supplies,Supplies,7,1,2
CA-2014-120768,2014-12-19,2014-12-21,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,South,Furniture,Chairs,"1,820.00",14,163.8
US-2016-153129,2016-12-26,2016-12-30,Standard Class,FP-14320,Frank Preis,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,34,5,15.6
CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Paper,31,6,10.9
CA-2017-106852,2017-06-20,2017-06-27,Standard Class,ST-20530,Shui Tom,Consumer,United States,Parma,Ohio,East,Office Supplies,Art,5,2,0.6
CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,264,3,42.9
CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,"2,453.00",5,-350.5
CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Binders,30,5,13.4
CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,40,4,18
CA-2017-128160,2017-12-19,2017-12-24,Second Class,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,37,2,11.5
CA-2017-117695,2017-08-05,2017-08-08,First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,14,2,6.3
CA-2015-166135,2015-10-01,2015-10-06,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Aurora,Colorado,West,Office Supplies,Storage,139,4,17.4
CA-2016-133725,2016-05-23,2016-05-28,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,"1,980.00",9,148.5
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,165,4,-39.1
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,470,7,-87.3
CA-2017-102337,2017-06-13,2017-06-16,First Class,SD-20485,Shirley Daniels,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,48,2,6
US-2014-112564,2014-04-23,2014-04-24,First Class,TS-21160,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3,3,-1.8
CA-2015-145821,2015-05-01,2015-05-07,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,Technology,Phones,89,3,11.1
US-2015-160150,2015-07-19,2015-07-20,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,2,1,-1.4
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Paper,71,7,34.8
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,92,3,45.8
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,34,5,16.9
CA-2016-133711,2016-11-26,2016-11-29,First Class,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,South,Technology,Machines,"3,040.00",8,"1,459.20"
CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Office Supplies,Binders,91,3,42
CA-2017-148474,2017-06-12,2017-06-19,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,453,3,67.9
CA-2015-111297,2015-08-17,2015-08-21,Standard Class,SC-20440,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,East,Office Supplies,Binders,52,9,23.5
CA-2016-123722,2016-09-25,2016-10-01,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Irving,Texas,Central,Office Supplies,Labels,16,4,5.2
CA-2014-155271,2014-05-04,2014-05-04,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,East,Furniture,Furnishings,27,2,9.9
CA-2015-119907,2015-12-01,2015-12-08,Standard Class,LC-17140,Logan Currie,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,55,2,19.4
US-2016-128902,2016-03-11,2016-03-15,Standard Class,MB-18085,Mick Brown,Consumer,United States,Vineland,New Jersey,East,Furniture,Tables,244,2,-31.4
CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Technology,Accessories,160,2,44
CA-2016-152289,2016-08-26,2016-08-28,First Class,LC-16930,Linda Cazamias,Corporate,United States,Pasadena,Texas,Central,Furniture,Chairs,"1,025.00",6,-29.3
US-2016-104794,2016-12-16,2016-12-19,First Class,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,4,2,1.8
CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Furniture,Furnishings,121,4,-3
CA-2014-151708,2014-08-08,2014-08-14,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,96,3,-10.8
CA-2015-100769,2015-05-16,2015-05-16,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,256,4,32
CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,873,3,227
CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,42,2,19.5
CA-2017-139199,2017-12-09,2017-12-13,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,13,2,6.2
US-2015-161466,2015-09-24,2015-09-27,Second Class,ON-18715,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,7,2,0.6
CA-2017-164959,2017-07-11,2017-07-15,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,9,3,4.1
US-2015-105676,2015-12-01,2015-12-02,Same Day,NM-18520,Neoma Murray,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,7,4,-4
CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Art,17,6,5
CA-2016-113138,2016-11-19,2016-11-25,Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Binders,18,3,6.4
US-2017-104955,2017-03-19,2017-03-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,New York City,New York,East,Office Supplies,Labels,29,7,13.3
CA-2016-121958,2016-11-13,2016-11-17,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Supplies,52,7,5.9
CA-2017-121468,2017-11-19,2017-11-20,First Class,KD-16345,Katherine Ducich,Consumer,United States,Westminster,California,West,Technology,Phones,32,4,2.4
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,26,4,12.4
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,40,7,19.8
US-2016-108455,2016-12-02,2016-12-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,34,3,8.8
CA-2017-101210,2017-08-25,2017-08-28,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Art,10,2,1.7
